Name,Sex,Equipment,Age,BodyweightKg,WeightClassKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
Freddie Isherwood,M,Raw,17,81.3,82.5,100,225,517.5,349.77
Kyle Duffield,M,Raw,19,95.2,100,135,242.5,620,385.29
Vladimir Agasaryan,M,Raw,26,72.2,75,140,0,140,102.51
Paul Baker,M,Raw,46,93.6,100,62.5,147.5,305,191.02
Joe Shaw,M,Raw,30,81,82.5,100,170,420,284.52
Rik Davison,M,Raw,56,99.3,100,167.5,220,387.5,236.5
Joe Lyons,M,Wraps,29,96.3,100,160,240,640,395.7
James Taylor,M,Multi-ply,25,97.6,100,260,280,870,534.8
Adam Browne,M,Single-ply,43,99.9,100,245,0,245,149.16
Joe Schofield,M,Wraps,22,103,110,155,250,0,0
Darren McCormac,M,Wraps,40,129,140,200,350,822.5,465.85
Steven Collier,M,Multi-ply,22,102.3,110,25,75,175,105.57
Andrew Jarvis,M,Wraps,20,98.1,100,120,180,450,276.02
Jake Moretti,M,Raw,16,108.5,110,90,225,495,292.56
Greg Smith,M,Wraps,56,87.5,90,92.5,220,457.5,296.4
Jonny Nelson,M,Wraps,35,89.8,90,125,270,605,386.67
Michael Nicholas,M,Raw,51,123.9,125,155,285,710,405.33
Shannan Thompson,M,Raw,21,88.1,90,155,290,711,458.96
Amber Stephens,F,Raw,15,58.7,60,42.5,120,247.5,280.67
Jade Jakobsson,F,Wraps,30,65.3,67.5,52.5,120,307.5,321.5
Lisa Ly,F,Raw,41,63.2,67.5,67.5,160,338,362.13
Barry Murray,M,Multi-ply,59,103.6,110,165,220,585,351.25
Terence Kuipers,M,Single-ply,38,150.9,140,0,0,0,0
Helen McGhee,F,Wraps,72,64,67.5,35,65,140,148.58
Rebecca Laidler,F,Wraps,20,78.5,82.5,80,155,360,332.96
David McKenzie,M,Single-ply,49,73.1,75,142.5,0,142.5,103.4
G Sharma,M,Single-ply,18,140.2,125+,170,220,580,324.04
George Leggett,M,Single-ply,18,70.3,75,80,185,435,324.92
Pooja Kadam,F,Single-ply,18,49.2,52,40,120,260,338.09
Miriam Sinclair,F,Single-ply,18,49,52,55,152.5,332.5,433.69
Marie Soffe,F,Single-ply,18,66.4,67.5,82.5,172.5,387.5,400.21
Veer Bhadrappa,M,Single-ply,18,55.25,60,50,120,285,262.91
Akasta Pujarati,F,Single-ply,18,45.65,47,50,120,265,363.86
Salam Premala,F,Single-ply,18,52,52,50,120,240,299.19
Anneke Jordaan,F,Single-ply,18,59.8,63,42.5,112.5,265,296.21
Poojarthi Akshatha,F,Raw,18,49.05,52,45,115,240,312.8
Gary Lacoursiere,M,Raw,18,73.3,74,120,200,420,304.17
Dladla Tshegofatso,M,Single-ply,15.5,65.9,66,85,0,85,66.82
Sonsy Matisima,M,Single-ply,21.5,64.3,66,145,0,145,116.36
Pere Rodgers,M,Single-ply,39.5,65.05,66,160,0,160,127.15
Tony Thomas,M,Single-ply,67.5,81.25,83,125,0,125,84.52
John Myers,M,Single-ply,56.5,72.65,74,110,241,561,408.91
Bruce Park,M,Single-ply,75.5,64.75,66,87.5,197,414.5,330.68
Zwelinzima Lizwe,M,Raw,17.5,59,59,80,0,80,69.29
Clifford Hayim,M,Raw,44.5,71.2,74,110,0,110,81.38
Brian Froggatt,M,Raw,54.5,72.16,74,125,0,125,91.56
Frank Papp,M,Raw,59.5,65.45,66,95,0,95,75.11
Bernard Sanders,M,Raw,74.5,80.8,83,105,0,105,71.24
Nellie Jo Kurta,F,Raw,18,69.17,72,30,97.5,127.5,127.9
Daniel McGauley,M,Raw,18,57.46,59,70,85,237.5,210.9
Sue Thomson,F,Single-ply,18,49.64,52,72.5,0,72.5,93.65
Trish Muldrock,F,Single-ply,18,47.72,52,72.5,0,72.5,96.43
Edgar Katushabe,M,Single-ply,18,119,120,0,0,0,0
Rylea Yanke,F,Raw,18,47.51,52,57.5,0,57.5,76.73
Erin Ashbacher,F,Raw,18,54.4,57,72.5,0,72.5,87.26
Adele Frizzell,F,Raw,18,82.46,84,67.5,0,67.5,60.76
Deston Yee,M,Raw,18,79.06,83,127.5,0,127.5,87.7
Larry Ko,M,Raw,18,64.62,66,100,0,100,79.91
Alfred Jong,M,Raw,18,57.88,59,107.5,0,107.5,94.8
Kevin Weiss,M,Raw,18,91.66,93,165,0,165,104.38
Brian Rock,M,Raw,18,103.3,105,160,0,160,96.17
Don Carrieres,M,Raw,18,82.52,83,127.5,0,127.5,85.4
Isabella Devetak,F,Raw,18,70.9,72,65,132.5,317.5,313.11
Mira Slapinski,F,Raw,18,46.04,47,40,102.5,217.5,296.86
Janet Warne,F,Raw,18,56.03,57,47.5,95,220,258.74
Britny Mack,F,Single-ply,18,48.03,52,45,102.5,257.5,340.88
Gabe O'Halloran,M,Single-ply,10,49,56,25,0,0,0
Cheryl McKenzie,F,Single-ply,45,69.1,75,85,0,0,0
Shawn O'Halloran,M,Single-ply,41,130,140,320,0,0,0
Cameron Cook,M,Raw,18,53.2,56,0,120,120,115
Jake Zuber,M,Raw,15,55.5,56,50,120,245.5,225.47
Tania Caprara,F,Raw,40,63.4,67.5,40,105,145,154.98
Julie Bissett,F,Raw,33,49.5,52,40,105,145,187.69
Keven Quirion,M,Raw,23,68.2,75,80,175,255,195
Michel Fortin,M,Raw,48,89.7,90,97.5,205,302.5,193.44
Max Markov,M,Raw,26,87.3,90,130,215,345,223.79
Alain Simard,M,Raw,42,135,140,147.5,227.5,375,210.74
Dominic Dauphin,M,Raw,33,99.6,100,140,282.5,422.5,257.54
Frank White,M,Wraps,28,93.6,100,112.5,205,490,306.88
Sam Brooks,M,Wraps,21,99.3,100,132.5,207.5,545,332.62
Tyler Baird,M,Wraps,18,101.2,110,107.5,225,515,311.96
Greg Doucette,M,Raw,40,89.7,90,232.5,295,527.5,337.33
Ted Sares,M,Wraps,78,127.1,140,0,0,0,0
Alex MacDonald,M,Raw,28,91.6,100,130,0,130,82.26
Gillian Mainguy,F,Wraps,36,73,75,40,95,205,198.28
Patti Sheehy,F,Wraps,60,78,82.5,45,95,220,204.23
Sarah Hicks,F,Wraps,27,51.1,52,48.5,95,231,291.87
Karen Allison,F,Wraps,54,72.2,75,47.5,97.5,232.5,226.51
Rhiannon Martell,F,Wraps,19,72.9,75,52.5,112.5,260,251.7
Dawn Van Den Heuvel,F,Wraps,40,127.6,90,87.5,140,367.5,290.69
Katie Corrigan,F,Wraps,23,73.2,75,70,150,362.5,349.99
Megan White,F,Raw,27,103.9,90,60,147.5,207.5,170.96
Greg Jones,M,Wraps,62,88.1,90,105,190,442.5,285.64
Kim Doerr,M,Wraps,35,73.3,75,115,227.5,525,380.21
Adrien Magot,M,Raw,20,89.3,90,165,0,165,105.76
Rico Machado,M,Wraps,47,104.9,110,165,232.5,625,373.6
Mark McManus,M,Wraps,43,135.1,140,115,215,540,303.43
Nathan Robertson,M,Multi-ply,39,122.3,125,0,295,295,168.88
Anthony Tolfa,M,Raw,17,74.9,75,102.5,215,500,356.61
Jason Ferriera,M,Multi-ply,36,81.6,82.5,175,288,765.5,516.23
Alex Keary,M,Raw,19,98.6,100,122.5,257.5,580,355.01
Mike Gentles,M,Wraps,29,74.1,75,130,227.5,557.5,400.63
Michael Milton,M,Raw,64,73.9,75,117.5,165,410,295.2
Neil Durning,M,Raw,57,81.9,82.5,85,160,395,265.78
Alex Maryuen,M,Wraps,23,81.4,82.5,131.5,260,591.5,399.48
David Erhard,M,Raw,52,113.4,125,155,210,540,314.97
Kyle Hendricks,M,Raw,26,121.6,125,192.5,277.5,705,404.1
Joseph Lamonica,M,Multi-ply,49,90.3,100,110,165,447.5,285.2
Deanna Cornacchia,F,Wraps,29,59.3,60,87.5,152.5,382.5,430.35
Cathy Bruce,F,Raw,58,73.4,75,35,80,172.5,166.25
Jocelyn Lahaie,F,Raw,13,77.1,82.5,42.5,75,197.5,184.61
Sue Lundrigan,F,Raw,53,50.1,52,42.5,107.5,220,282.19
Jodie Wallis,F,Raw,45,51.4,52,45,92.5,225,283.01
Stacey Jensen,F,Raw,24,64.9,67.5,75,162.5,370,388.61
Jessica Hughes,F,Raw,23,55.5,56,55,147.5,290,343.62
John Bourgoin,M,Raw,69,69.5,75,82.5,0,82.5,62.17
Leanne Brown,F,Raw,24,67.5,67.5,65,152.5,330,336.81
Verda Sheikh,F,Raw,22,78.4,82.5,65,145,325,300.81
Derek Tiller,M,Raw,57,87.3,90,107.5,215.5,453,293.85
Lawson Stratford,M,Raw,49,74.5,75,122.5,252.5,560,400.9
Jordan Hanna,M,Wraps,23,108.1,110,182.5,337.5,822.5,486.7
Brody Arndt,M,Wraps,24,74.3,75,142.5,260,612.5,439.32
Brett Sanders,M,Raw,25,106.3,110,182.5,330,762.5,453.71
Dave Beakley,M,Raw,34,97.1,100,170,252.5,662.5,408.14
Rico Machado,M,Wraps,46,97.3,100,162.5,210,595,366.23
Andrew Wilkins,M,Raw,23,103.6,110,177.5,310,742.5,445.82
Clark Yeo,M,Raw,41,80.1,82.5,100,0,100,68.22
Michael Young,M,Raw,19,102.4,110,0,0,0,0
Nathan Lynde,M,Raw,34,110.9,125,210.5,0,0,0
Gary Bobavitz,M,Multi-ply,64,60,60,137.5,60,257.5,219.62
George Satirakos,M,Multi-ply,43,108.1,110,272.5,295,842.5,498.53
Tony Tomra,M,Multi-ply,53,89.7,90,0,0,0,0
Gary Bobrovitz,M,Raw,64,60,60,107.5,60,227.5,194.03
Christina Pallard,F,Raw,34,73.4,75,75,130,342.5,330.1
Shelly Cameron,F,Raw,44,59.8,60,0,130,0,0
Kate Hart,F,Raw,21,74.5,75,98,182.5,455.5,434.84
Catherine Bruce,F,Raw,60,74.8,75,32.5,87.5,190,180.92
Jamie Lee Gleason,F,Raw,17,42.8,44,40,90,197.5,283.17
Danelys Sarmiento,F,Raw,41,54,56,45,132.5,257.5,311.73
Rebecca Hildyard,F,Raw,28,54.8,56,52.5,105,235,281.24
Olivia Capra,F,Wraps,21,54.1,56,47.5,107.5,255,308.26
Mark Sternberg,M,Raw,41,74.2,75,77.5,167.5,360,258.46
Roy Zhang,M,Wraps,17,81.9,82.5,85,162.5,390,262.42
Andrew Dodd,M,Wraps,27,73.3,75,117.5,187.5,492.5,356.67
Mark Raboud,M,Raw,20,80.5,82.5,120,200,507.5,345.12
Gordon Lam,M,Raw,30,74.4,75,127.5,212.5,532.5,381.58
Adam Katz,M,Raw,17,81,82.5,100,190,290,196.45
George Flikas,M,Raw,74,124.3,125,160,0,160,91.28
Michael Clare,M,Raw,36,118.4,125,85,175,387.5,223.49
Emily Eaton,F,Raw,23,68.8,75,60,107.5,272.5,274.38
Isabelle Lanteigne,F,Raw,14,73.2,75,45.36,0,45.36,43.79
Patti Sheeby,F,Raw,60,78.7,82.5,47.63,0,47.63,43.99
Matt Watson,M,Multi-ply,35,119,125,226.8,0,226.8,130.65
Brady McIntyre,M,Raw,22,73.5,75,85,212.5,455,328.87
Jason Hollingsworth,M,Raw,17,58.5,60,90,165,377.5,329.59
Holly Marr,F,Raw,22,79.2,82.5,55,142.5,310,285.26
Martin Gaudet,M,Wraps,16,100,100,0,0,0,0
Ben Court,M,Multi-ply,22,147,140,0,292.5,0,0
Terra Carter,F,Multi-ply,14,70.1,75,0,0,0,0
Jocelyn Lahaie,F,Wraps,14,84.4,90,42.5,76,188.5,167.7
Connor Stiles,M,Wraps,14,82.5,82.5,85,175,397.5,266.29
Nathan Hoeg,M,Raw,13,79.5,82.5,0,0,0,0
Kristine Adams,F,Raw,23,67.3,67.5,70,145,352.5,360.54
Phi Thach,M,Wraps,28,60,60,102.5,197.5,455,388.06
Travis Brault,M,Raw,23,81,82.5,112.5,227.5,522.5,353.96
Jacob Tozer,M,Wraps,23,122.7,125,125,275,622.5,356.11
Natasha Niznik,F,Wraps,30,70.9,75,47.5,120,257.5,253.94
Brenna Cook,F,Raw,18,60,60,0,0,0,0
Crystal Grimsen,F,Multi-ply,18,52,52,72.5,0,72.5,90.38
Tavis Harris,M,Multi-ply,18,109.7,110,175,0,175,103.07
Stewart Rogers,M,Wraps,42,119,125,112.5,185,455,262.11
Blair Fisher,M,Multi-ply,56,141,140,200,290,490,273.53
Jordan Linteris,M,Raw,34,120,125,217.5,330,547.5,314.77
Brad Liesch,M,Raw,45,109,110,182.5,0,182.5,107.71
Matija Tiani,F,Wraps,47,71,75,65,117.5,275,270.94
Bobbie-Jo Macnair,F,Multi-ply,25,65.7,67.5,65,137.5,202.5,210.77
Laurie MacDougall,F,Wraps,33,65.1,67.5,52.5,155,290,303.89
Sylvie Savage,F,Wraps,47,63,67.5,40,90,210,225.53
Jaimie Moore,F,Wraps,28,59.1,60,47.5,95,230,259.45
Maude Patry,F,Raw,35,0,0,0,112.5,112.5,0
Shea Tough,F,Wraps,22,65.8,67.5,57.5,142.5,305,317.1
Tenisha Samuel,F,Multi-ply,40,69.8,75,95,137.5,362.5,361.34
Laura Atilia,F,Wraps,57,80,82.5,47.5,85,195,178.43
Brianna Kane,F,Wraps,36,78.4,82.5,60,95,235,217.51
Cordelle Wells-Collins,M,Wraps,22,89.9,90,147.5,260,647.5,413.59
Joseph Lamonica,M,Multi-ply,50,85.2,90,112.5,185,450,295.86
Tenishia Samuel,F,Multi-ply,29,70.5,75,90,0,90,89.1
Daniel Galati,M,Raw,24,80.3,82.5,102.5,182.5,285,194.11
Jaynie White,F,Raw,36,53.3,56,43.09,0,43.09,52.7
Nick Drimmel,M,Multi-ply,26,132.1,140,260.82,0,260.82,147.1
Tibor-Carlos Szabo,M,Raw,15,88.11,90,0,105,105,67.77
Karen Delaney,F,Raw,45,100.33,110,42.5,95,137.5,114.37
Catherine Solvason,F,Raw,41,100.7,110,0,105,105,87.24
Dara Burry,F,Raw,36,98.43,100,60,115,175,146.4
Emilie LeBlanc,F,Raw,33,125.42,90,65,152.5,217.5,172.57
Nicole Casault,F,Raw,51,62.37,67.5,25,87.5,112.5,121.75
Morgan Bordillon,F,Raw,17,59.99,60,0,92.5,92.5,103.14
Tyler Harrison,M,Raw,21,101.15,110,112.5,245,357.5,216.59
Brian Paquette,M,Raw,44,129.73,140,137.5,192.5,330,186.72
Max Boivin,M,Raw,33,139.62,140,132.5,225,357.5,199.85
Lindsay Toll,M,Raw,56,105.69,110,117.5,212.5,330,196.74
Steph Morrissette,M,Raw,46,120.66,125,157.5,240,397.5,228.24
Glenn MacDonald,M,Raw,52,89.81,90,117.5,0,117.5,75.09
Jon Stewart,M,Multi-ply,30,82.42,82.5,160,0,160,107.25
Rebecca Pitre,F,Raw,43,64.64,67.5,57.5,0,57.5,60.57
Yael Benyair,F,Raw,34,98.07,100,87.5,147.5,235,196.82
Ryan Kingma,M,Raw,29,121.56,125,200,210,410,235.03
David Clavette,M,Raw,37,93.89,100,170,215,385,240.77
Ryan Silverson,M,Raw,42,106.14,110,187.5,237.5,425,253.01
Kim Quig,F,Raw,41,80.74,82.5,70,0,70,63.73
Martin Beauchamp,M,Raw,24,55.79,56,80,0,80,73.1
Claude Beauchamp,M,Raw,49,78.47,82.5,0,0,0,0
Rob Langis,M,Raw,45,81.65,82.5,120,0,120,80.89
Patrick Barnes,M,Raw,43,107.5,110,125,0,125,74.1
Alexandra Kousathana,F,Wraps,22,75,75,82.5,145,365,346.98
Dana Al-Sami,F,Wraps,29,52,52,60,100,240,299.19
Danielle Couture,F,Wraps,25,51.7,52,47.5,105,237.5,297.4
Jill Relano,F,Wraps,35,65.7,67.5,30,95,185,192.56
Melanie Boatswain-Watson,F,Wraps,36,57.4,60,40,85,182.5,210.62
Verda Sheikh,F,Wraps,23,67.1,67.5,65,127.5,290,297.25
Alora Griffiths,F,Wraps,24,59.4,60,80,185,410,460.68
Kyle Hayes,M,Wraps,19,73.4,75,135,212.5,545,394.31
Mike Morgan,M,Wraps,40,118.1,125,0,0,0,0
Jeff Stubbings,M,Wraps,45,99.4,100,125,260,0,0
Nick Signorile,M,Wraps,21,69.6,75,102.5,215,500,376.35
Nathan Turner,M,Wraps,36,89.3,90,0,250,0,0
Richard Reid,M,Raw,21,88.3,90,142.5,240,597.5,385.23
Daniel Foch,M,Raw,18,75,75,140,235,575,409.72
Brent Polo,M,Raw,18,82.4,82.5,115,242.5,570,382.12
Doug Keillor,M,Raw,22,0,0,232.5,0,232.5,0
George Flikas,M,Raw,73,127.6,140,170,0,170,96.48
Genevieve Anderson,F,Raw,41,63.3,67.5,85,142.5,227.5,243.45
Eric Quindipan,M,Raw,25,120.8,125,150,255,405,232.49
Genevieve St Arnaud,F,Wraps,21,82.7,90,62.5,155,327.5,294.37
Rose Martin,F,Raw,22,65,67.5,65,132.5,302.5,317.35
Haidee White,F,Raw,46,66.2,67.5,52.5,125,252.5,261.36
Yordanos Tessema,F,Raw,23,54.8,56,57.5,162.5,322.5,385.95
Maria Nikolajev,F,Raw,33,74.3,75,0,142.5,0,0
Anna Sims,F,Raw,17,55.5,56,50,127.5,280,331.77
Brandon Matthews,M,Wraps,20,104.9,110,90,170,440,263.01
Pete Barbeau,M,Wraps,24,59.6,60,95,175,417.5,358.26
Mark Kadaine,M,Raw,21,74.3,75,112.5,228,500.5,358.99
Daniel Swatridge,M,Raw,28,73.9,75,122.5,215,512.5,369
Jason Fontaine,M,Raw,34,87.7,90,100,160,387.5,250.74
Joey Haworth,M,Raw,14,55.4,56,67.5,125,285,262.21
Grant Trenwith,M,Raw,18,81.7,82.5,107.5,235,532.5,358.83
Kyra Reid,F,Raw,18,63.6,67.5,40.82,127.01,231.33,246.67
Aline Wagner,F,Raw,43,82.3,82.5,65,137.5,295,265.83
Andrew Doyle,M,Raw,17,81.9,82.5,100,187.5,457.5,307.83
Brian Johnston,M,Multi-ply,51,98.4,100,0,0,0,0
Cameron Preymack,M,Wraps,21,73.9,75,135,260,657.5,473.4
Dennis Ruygrok,M,Multi-ply,18,122,125,0,320,320,183.29
Ibrahim El-Hayels,M,Multi-ply,22,107.3,110,0,245,0,0
Dallas Smith,M,Multi-ply,35,99.7,100,185,0,185,112.72
Julian Randolph,M,Wraps,42,102.6,110,142.5,225,622.5,375.11
Ernie Fidder,M,Wraps,17,98.6,100,102.5,200,452.5,276.97
Nicholas Esparo,M,Raw,13,39.9,56,26,62.5,88.5,118.57
Melissa Emily Mikula,F,Wraps,19,67.5,67.5,72.5,170,397.5,405.7
Melissa Esparo,F,Raw,13,72.4,75,42.5,85,127.5,123.99
Brooklyn Sandberg,F,Raw,19,78,82.5,55,122.5,177.5,164.78
Kim Brenner,F,Wraps,23,75,75,70,147.5,327.5,311.33
Leslie Greig,F,Raw,48,62.5,67.5,65,140,205,221.5
Melanie Wonitoy,F,Wraps,41,74.6,75,82.5,187.5,440,419.69
Rose Griffiths,F,Wraps,18,56,56,40,115,245,288.27
Courtney Ustrzycki,F,Wraps,18,51.1,52,50,127.5,260,328.51
Sadie Kopp-Duong,F,Wraps,18,68.9,75,45,110,250,251.47
Parker Boyd,M,Wraps,18,138.3,140,142.5,272.5,650,363.9
Ricardo Machado,M,Wraps,18,107.9,110,152.5,232.5,657.5,389.29
Shayne Finoro,M,Wraps,18,82,82.5,157.5,250,645,433.67
Stuart Locke,M,Wraps,18,115.3,125,187.5,322.5,842.5,489.2
Morgan Hunter,M,Wraps,18,86.8,90,80,165,375,244.01
Jeff Iorio,M,Wraps,18,95,100,132.5,200,487.5,303.24
Sean McCoy,M,Wraps,18,119.1,125,152.5,247.5,615,354.2
Jamie Lee Gleason,F,Wraps,18,45.7,48,42.5,102.5,217.5,298.41
Lynda Todd,F,Wraps,18,55.9,56,45,95,207.5,244.49
Jessica Hamilton,F,Wraps,18,47.8,48,47.5,112.5,240,318.84
Natalie Shwartz,F,Wraps,18,63.9,67.5,60,107.5,265,281.57
Judy Mansfield,F,Wraps,18,56.7,60,47.5,110,227.5,265.08
Kristina De Dieu,F,Wraps,18,123,90,52.5,125,270,214.96
Michael Milton,M,Wraps,18,79.9,82.5,120,170,445,304.04
Roy Zhang,M,Wraps,18,88,90,75,180,415,268.05
Bethany Reinhart,F,Wraps,18,59.1,60,47.5,110,247.5,279.19
Cimm Kirk,F,Wraps,18,125.8,90,80,175,435,344.95
Paul Babineau,M,Wraps,14,92.9,100,95,185,417.5,262.4
Joel LeBlanc,M,Wraps,19,71.8,75,110,187.5,475,349.23
Mike White,M,Wraps,28,88.7,90,122.5,200,495,318.39
Daniel Sturge,M,Multi-ply,31,96.8,100,172.5,267.5,440,271.43
Gurleen Dosanjh,F,Raw,17,52,52,30,75,152.5,190.11
Mickey Wu,F,Raw,18,60,60,75,117.5,297.5,331.68
Noah Giovinazzo,M,Raw,15,68,75,70,147.5,317.5,243.36
Zachari Tetreault,M,Multi-ply,25,89.7,90,205,227.5,682.5,436.45
Patrick Thera,M,Multi-ply,54,122.7,125,215,180,640,366.12
Cory Velting,M,Multi-ply,59,109.6,110,142.5,262.5,665,391.79
Ken Trommel,M,Multi-ply,47,107.7,110,0,275,0,0
Ryan Morgan,M,Multi-ply,18,111.6,125,225,247.5,795,465.83
Ibrahim El Hayek,M,Multi-ply,23,109.9,110,230,275,870,512.13
Connor Reimer,M,Raw,16,94.8,100,50,75,210,130.75
Steve Lorenz,M,Raw,46,97.4,100,90,135,345,212.26
Colin Mullaney,M,Wraps,57,95.1,100,150,190,515,320.19
Quin Reimer,M,Raw,18,87.5,90,95,202.5,460,298.02
Kyle Chase,M,Wraps,32,96.8,100,115,212.5,515,317.69
Jayden Lucier,M,Wraps,21,100,100,172.5,232.5,640,389.5
William Baker,M,Raw,44,150.1,140,0,277.5,277.5,153.53
Mackenzie Manuel,F,Raw,18,51.6,52,32.5,70,167.5,210.06
Mackenzie Mathews,F,Raw,15,59.9,60,42.5,110,242.5,270.71
Shayla Billy,F,Wraps,24,55.3,56,60,122.5,287.5,341.63
Alicia Kacho,F,Wraps,20,59.1,60,57.5,137.5,300,338.42
Jayden Pederson,F,Wraps,19,58.6,60,62.5,150,330.5,375.3
Leslie Gurr,F,Wraps,48,62.5,67.5,57.5,155,330,356.56
Melissa Mikula,F,Wraps,20,64.9,67.5,75,175,410,430.62
Marissa McCarville,F,Raw,17,79.3,82.5,45,110,155,142.53
Deanne Long,F,Wraps,40,103.6,110,60,120,285,234.99
Carter Sandberg,M,Wraps,15,74,75,75,165,365,262.55
Brad Walchuk,M,Wraps,41,74.7,75,130,212.5,535,382.29
Andrew Berry-Moreau,M,Wraps,47,95.7,100,147.5,202.5,535,331.69
Julie Watkin,F,Wraps,52,59.1,60,52.5,142.5,302.5,341.24
Peter Pantazopoulos,M,Wraps,57,81,82.5,92.5,220,497.5,337.02
Mike Mansfield,M,Wraps,16,72.8,75,95,167.5,390,283.84
Ginette Côté,F,Raw,63,50.94,52,35,80,177.5,224.81
Yanick Éthier,M,Wraps,44,89.54,90,117.5,245,532.5,340.84
Jimmy Paquet,M,Wraps,23,120.88,125,240,365,940,539.52
Shelley Dean,F,Raw,51,105.5,90,57.5,120,295,242.13
Lesley Mulcahy,F,Raw,37,98.9,90,55,145,307.5,256.87
Michael Paris,M,Raw,27,81.5,82.5,0,175,0,0
Adam Westfield,M,Wraps,29,74.2,75,127.5,222.5,572.5,411.02
Trayci Metzger,F,Multi-ply,37,84.3,90,0,0,0,0
Andrew Berry-Moreau,M,Wraps,18,103.3,110,162.5,227.5,577.5,347.11
Shelley Sandiford,F,Raw,47,53.16,56,65,0,65,79.66
Scott MacDiarmid,M,Raw,49,114.76,125,175,0,175,101.74
Richard Talbot,M,Raw,47,99.11,100,160,0,160,97.73
Shannon Lust,F,Raw,32,74.5,75,88.5,147.5,366,349.4
Maxim Gagne,M,Multi-ply,27,104.4,110,200,0,200,119.75
Kyle Erickson,M,Wraps,28,131.8,140,160,250,637.5,359.69
Lisa Park,F,Wraps,39,50.2,52,0,77.5,0,0
Kennedy Cherpin,F,Multi-ply,17,57.5,60,52.5,90,232.5,267.95
Leslie Gurr,F,Wraps,49,59,60,70,152.5,340,384.04
Heather Robin,F,Wraps,41,73.1,75,75,145,357.5,345.47
Tyler Fleming,M,Multi-ply,17,65.7,67.5,0,160,0,0
Aaron Lemoal,M,Wraps,18,59.1,60,92.5,197.5,432.5,374.03
Lucas Martin,M,Wraps,23,73.8,75,145,205,527.5,380.17
John Clarence David,M,Wraps,13,98.6,100,0,125,0,0
Michelle Senger,F,Multi-ply,50,67.3,67.5,75,0,75,76.71
Nathaniel Elswerth,M,Multi-ply,31,97.7,100,132.5,230,622.5,382.49
Jamie Lee,F,Raw,15,46,48,20.41,58.97,79.38,108.41
Larissa Levac,F,Raw,20,102.97,110,65,120,185,152.78
Jenna Button,F,Raw,33,95.25,100,70,132.5,202.5,171.24
Leona Raths,F,Raw,38,76.66,82.5,92.5,142.5,235,220.41
Jacob Boucher,M,Raw,20,79.04,82.5,92.5,177.5,270,185.75
Stef Morrissette,M,Raw,47,122.47,125,172.5,250,422.5,241.8
Pierre Quirouette,M,Raw,63,88.09,90,115,185,300,193.67
Martin Lebrun,M,Multi-ply,33,89.47,90,165,250,415,265.74
Dominic Ahier,M,Raw,38,124.85,125,162.5,220,382.5,218.02
Hugo Gougeon,M,Multi-ply,26,87.09,90,250,0,250,162.38
Rose Moore,F,Raw,61,62.23,67.5,0,85,85,92.14
Evan McVittie,M,Wraps,22,87.4,90,147.5,235,622.5,403.55
Jason Cook,M,Single-ply,31,85.4,90,175,272.5,710,466.18
Jon Cruz,M,Wraps,42,78,82.5,130,202.5,472.5,327.87
Andra Irons,F,Single-ply,30,61.6,67.5,62.5,165,227.5,248.54
Chandler Lafleche,M,Raw,23,89.3,90,117.5,182.5,472.5,302.85
Mike Webber,M,Multi-ply,44,129.7,140,300,0,300,169.75
Lael Hansen,F,Raw,17,54.8,56,50,105,232.5,278.24
Shamlo Faek,M,Raw,18,80.2,82.5,102.5,225,507.5,345.93
Roberto Villalta,M,Raw,23,106.3,110,205.5,0,205.5,122.28
Bernice Fuss,F,Single-ply,58,71.7,75,0,0,0,0
Christopher Handel,M,Raw,19,87.7,90,105,205,500,323.54
Tom Brooks,M,Multi-ply,56,98.5,100,115,230,530,324.54
David Chouinard,M,Single-ply,43,106.4,110,192.5,245,717.5,426.79
Danielle Deni,F,Raw,26,59.6,60,65,155,345,386.64
Kerri Skladan,F,Raw,38,54.2,56,62.5,137.5,305,368.17
Kelly Wharton,F,Raw,53,58,60,37.5,90,202.5,231.8
Leanne McLean,F,Raw,40,64.5,67.5,52.5,105,237.5,250.6
Erik Parkin,M,Raw,19,73.6,75,82.5,155,377.5,272.59
Andres Chavarriga,M,Raw,20,74,75,92.5,187,434.5,312.54
Brandon MaLean,M,Raw,16,79.8,82.5,107.5,182.5,432.5,295.73
Mat Goodkey,M,Raw,26,73.7,75,110,197.5,460,331.84
Mathew Maybee,M,Raw,36,142,140,142.5,235,607.5,338.76
Catherine Ford,F,Raw,22,55.6,56,57.5,120,270,319.47
David Little,M,Raw,55,106.9,110,150,220,530,314.77
Dan Critch,M,Wraps,17,124.1,125,120,210,520,296.76
Nicholas Esparo,M,Raw,11,38.7,52,0,62.5,62.5,87.2
Jonathan Billheimer,M,Raw,72,73.2,75,95,165,360,260.97
Justin Wilson,M,Wraps,36,122.4,125,150,260,635,363.45
Ibrahini El-Hayek,M,Multi-ply,23,108.7,110,-250,250,0,0
Ginamaria Vetro,F,Raw,19,50.8,52,37.5,0,0,0
Jessica Ma,F,Raw,23,54,56,62.5,137.5,322.5,390.42
Brandon McLean,M,Raw,17,88,90,125,195,495,319.72
Jordan Leong,M,Wraps,21,66.3,67.5,100,220,472.5,369.63
Steve Williams,M,Raw,61,79.5,82.5,112.5,0,112.5,77.11
Abbey Doucett,F,Raw,18,65.7,67.5,0,130,130,135.31
Leslie Gurr Greig,F,Raw,49,62.8,67.5,0,147.5,147.5,158.79
