Artist Name,Song Name,Days,Top 10,Peak Position,Peak Position2,Peak Streams,Total Streams
Alabama Shakes ,Don't Wanna Fight,10,0,94,0,121415,903482
Young Thug ,Gang Up,5,0,166,0,194951,902538
Justin Bieber ,Backpack,14,0,112,0,81460,902538
Nicki Minaj ,The Crying Game,13,0,98,0,101720,902518
Chad Focus ,Get to the Money,5,0,134,0,187202,900933
The Beatles ,Come Together  Remastered,4,0,35,0,304770,900820
Rick Ross ,Dead Presidents,5,0,140,0,198070,899688
Kehlani ,Feels,3,0,91,0,406161,899398
G,Eazy  But A Dream,4,0,154,0,253045,899011
Edward Sharpe & The Magnetic Zeros ,Home,12,0,165,0,120012,898347
One Direction ,Spaces,13,0,72,0,102550,898344
Lil Pump ,Crazy,4,0,82,0,346463,898203
Maroon 5 ,Lost,3,0,86,0,417560,897076
Drake ,Jodeci Freestyle,2,0,38,0,565385,896821
Drakeo the Ruler ,Talk To Me,3,0,51,0,380083,895816
Future ,Real Sisters,9,0,92,0,114712,895346
Mumford & Sons ,BroadShouldered Beasts,8,0,62,0,156409,895272
Summer Walker ,Something Real,3,0,77,0,409565,894946
Miranda Lambert ,Bluebird,4,0,164,0,238907,894836
Future ,RED LIGHT,3,0,73,0,422693,893285
AWOLNATION ,I'm On Fire,12,0,113,0,89263,893140
BTS ,Intro: Serendipity,4,0,119,0,245084,892805
MGMT ,Little Dark Age,4,0,130,0,241053,891987
Machine Gun Kelly ,twin flame,3,0,67,0,379902,891801
KIDS SEE GHOSTS ,Feel The Love,2,0,30,0,695702,890235
Edward Sharpe & The Magnetic Zeros ,Home  2019  Remaster,3,0,61,0,393972,890183
Lana Del Rey ,White Mustang,4,0,115,0,304942,889957
Future ,Real Love,4,0,96,0,304845,889885
Gunna ,Yao Ming,3,0,92,0,405621,889688
Lin,"Manuel Miranda  Aaron Burr, Sir",4,0,173,0,225895,889218
One Direction ,Act My Age,13,0,76,0,98484,887583
Itzyungbaby ,Feelins,3,0,143,0,322578,887457
j,hope  Arson,3,0,54,0,409599,887355
Eminem ,Black Magic,2,0,56,0,533312,887305
6ix9ine ,WONDO,2,0,48,0,529724,885562
Trippie Redd ,How You Feel,3,0,78,0,406064,885419
Lil Yachty ,Flex Up,3,0,74,0,378582,885227
ZAYN ,rEaR vIeW,6,0,79,0,221309,883607
Arctic Monkeys ,Four Out Of Five,3,0,68,0,441236,882432
Trippie Redd ,Oomps Revenge,3,0,75,0,417450,882149
George Michael ,Careless Whisper,4,0,53,0,268717,879063
J Balvin ,COMO UN BEBÉ,3,0,71,0,398076,878836
Afrojack ,SummerThing!,10,0,128,0,103571,878324
A Boogie Wit da Hoodie ,Vroom Vroom,3,0,91,0,364591,876904
BTS ,Pied Piper,4,0,126,0,237970,876050
Aretha Franklin ,I Say a Little Prayer,2,0,44,0,472746,875998
YNW Melly ,Best Friends 4L,4,0,143,0,248374,875712
Future ,DOH DOH,3,0,78,0,406013,874481
G,Eazy  Sad Boy,7,0,102,0,151857,874220
Lady Gaga ,Dancin' In Circles,6,0,107,0,205120,874173
Chedda Da Connect ,Flicka Da Wrist,12,0,157,0,80437,874093
XXXTENTACION ,Looking for a Star,3,0,83,0,412624,873942
Camila Cabello ,Inside Out,4,0,115,0,273925,873934
YG ,TOO COCKY,3,0,87,0,378698,873402
Offset ,North Star,3,0,104,0,379807,873005
Selena Gomez ,Revival,7,0,64,0,198521,872354
Sebastian Yatra ,Pareja Del Año,4,0,197,0,221722,872269
Lil Baby ,My Jeans (Lil Baby & Gunna feat. Young Thug),2,0,53,0,584836,871456
Panic! At The Disco ,The Greatest Show,3,0,88,0,351897,870750
Rich Brian ,Gospel,4,0,114,0,322649,870656
The 7 Dimensions ,Faygo,3,0,107,0,351336,870023
Polo G ,Unapologetic,3,0,95,0,357559,869864
Lana Del Rey ,Let Me Love You Like A Woman,3,0,52,0,392422,869680
Lil Durk ,The Voice,3,0,94,0,359289,869418
Calvin Harris ,New To You,3,0,74,0,372955,868597
Romeo Santos ,Sin Fin,3,0,83,0,343919,868369
$uicideboy$ ,Champagne Face,2,0,99,0,492230,868365
Nipsey Hussle ,Victory Lap,3,0,79,0,374129,868105
Dixie ,Be Happy,4,0,178,0,232902,867127
MisterWives ,Our Own House,12,0,95,0,88071,867033
Jung Kook ,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],3,0,90,0,321857,866620
Gunna ,GIMMICK,2,0,37,0,561151,866443
XXXTENTACION ,RIP Roach,3,0,89,0,395697,866208
Logic ,Waiting Room,3,0,65,0,455420,866207
Camila Cabello ,Something's Gotta Give,4,0,123,0,265806,865940
Frank Sinatra ,The Christmas Waltz  Remastered,2,0,126,0,526566,865838
NF ,THAT'S A JOKE,3,0,68,0,383243,865349
Jnr Choi ,TO THE MOON,4,0,171,0,230106,864655
Lil Tecca ,Our Time,3,0,77,0,356587,863776
Dermot Kennedy ,Outnumbered,4,0,190,0,220154,862888
Twenty One Pilots ,Polarize,9,0,85,0,126480,862658
Run The Jewels ,holy calamafuck,3,0,72,0,339854,862618
G,Eazy  Think About You,7,0,108,0,135357,861139
Kygo ,Undeniable,3,0,53,0,414436,860670
Bankrol Hayden ,Costa Rica,4,0,158,0,240227,858659
J Balvin ,Morado,3,0,81,0,358632,858456
Tove Lo ,True Disaster,6,0,109,0,193244,856647
Michael Bublé ,Santa Baby,8,0,86,0,181629,855895
Young Stoner Life ,That Go!,3,0,65,0,345839,855702
Big Sean ,Dark Sky (Skyscrapers),8,0,56,0,171554,855017
Morgan Wallen ,Bandaid On A Bullet Hole  Bonus,3,0,55,0,389453,854004
Vince Staples ,Yeah Right,4,0,72,0,330489,853443
IU ,eight(Prod.&Feat. SUGA of BTS),3,0,68,0,339004,853331
grandson ,Blood // Water,4,0,154,0,223730,853042
Bryson Tiller ,We Both Know,3,0,67,0,414208,852798
Sublime ,Santeria,5,0,148,0,220072,852382
King Von ,Straight To It,3,0,63,0,369339,850931
Halsey ,Bells in Santa Fe,3,0,65,0,372473,850082
Aminé ,REEL IT IN,4,0,168,0,218393,849504
NLE Choppa ,Push It,3,0,69,0,353479,849114
Jake Owen ,I Was Jack (You Were Diane),4,0,181,0,219295,847757
Lil Wayne ,Stop Playin With Me,2,0,59,0,474103,843891
James Blake ,I Need A Forest Fire,6,0,68,0,255743,843520
Mumford & Sons ,There Will Be Time,6,0,99,0,200873,842620
A Boogie Wit da Hoodie ,Cinderella Story,2,0,69,0,518658,841717
JoJo ,Fuck Apologies,6,0,114,0,199961,841325
The Game ,On Me,8,0,116,0,112447,840998
A$AP Rocky ,Better Things,7,0,60,0,181657,840892
Blake Shelton ,Nobody But You (Duet with Gwen Stefani),4,0,154,0,227248,839774
Logic ,City Of Stars,7,0,114,0,147499,839321
Carrie Underwood ,Smoke Break,9,0,138,0,108140,838464
Fetty Wap ,Like A Star,5,0,158,0,178613,837928
Run The Jewels ,walking in the snow,3,0,73,0,335755,837193
Brett Eldredge ,Somethin' I'm Good At,5,0,156,0,191581,836278
Taylor Swift ,it’s time to go  bonus track,3,0,84,0,362471,835724
LÉON ,Tired of Talking,7,0,79,0,160485,835587
Nipsey Hussle ,Blue Laces 2,3,0,89,0,355995,835359
Enrique Iglesias ,SUBEME LA RADIO,5,0,191,0,176647,835035
Denzel Curry ,RICKY,3,0,108,0,329116,834052
Lil Baby ,Lying,3,0,78,0,365752,833322
Moneybagg Yo ,Wockesha,3,0,77,0,344108,833028
5 Seconds of Summer ,Valentine,3,0,69,0,394966,832468
Huncho Jack ,Best Man,2,0,55,0,531334,832129
Meek Mill ,The Difference,6,0,135,0,147909,832083
Chance the Rapper ,Favorite Song,3,0,90,0,351695,832043
Big Sean ,Lucky Me,2,0,36,0,530684,830308
Isaiah Rashad ,Claymore,3,0,71,0,366541,830071
Lil Baby ,Anyway,2,0,71,0,520005,829539
Seth MacFarlane ,"Baby, It's Cold Outside",6,0,51,0,235673,829213
David Guetta ,Thing For You (With Martin Solveig),3,0,90,0,365051,828679
Bad Bunny ,EN CASITA,3,0,66,0,361621,828052
Ski Mask The Slump God ,Save Me Pt 2,3,0,164,0,322555,827994
Ty Dolla $ign ,Don't Sleep On Me,4,0,130,0,237647,827634
Logic ,Upgrade,7,0,109,0,162168,826936
George Ezra ,Shotgun,4,0,191,0,213058,826785
Nicki Minaj ,Want Some More,12,0,99,0,100956,826545
Playboi Carti ,Meh,2,0,125,0,561721,826353
Nicki Minaj ,Buy A Heart,12,0,104,0,98101,826179
Nas ,Rare,3,0,60,0,364937,825360
NAV ,No Debate,2,0,41,0,542743,825130
Pop Smoke ,What’s Crackin,2,0,51,0,530561,824441
blackbear ,queen of broken hearts,3,0,100,0,332315,824373
Lil Skies ,Ok 4 Now,3,0,125,0,351999,823969
Nas ,Simple Things,3,0,85,0,336602,822621
Slipknot ,Unsainted,3,0,112,0,325753,822507
Anuel AA ,Bandido,3,0,103,0,318271,822476
Bee Gees ,More Than A Woman,4,0,162,0,207863,822111
BROCKHAMPTON ,ST. PERCY,3,0,81,0,372495,821075
Trippie Redd ,Lil Wayne,3,0,78,0,374374,820986
Future ,Undefeated,3,0,110,0,327909,820576
David Bowie ,Ziggy Stardust  2012 Remastered Version,4,0,34,0,325916,820340
John Denver ,"Take Me Home, Country Roads",3,0,84,0,325896,819776
Twenty One Pilots ,Redecorate,3,0,97,0,350658,819769
Shakin' Stevens ,Merry Christmas Everyone  Remastered,2,0,101,0,475837,818379
Linkin Park ,Papercut,3,0,66,0,412230,817527
Imagine Dragons ,Next To Me,3,0,75,0,389482,816877
Beyoncé ,Crazy In Love,9,0,107,0,131344,815363
Bryson Tiller ,Timeless Interlude,2,0,56,0,517161,815107
Halsey ,Alone,4,0,94,0,287227,814572
Commodores ,Easy,3,0,98,0,289280,814411
Ludacris ,Good Lovin,9,0,97,0,106498,814002
Mumford & Sons ,Only Love,7,0,60,0,163718,813488
Shawn Mendes ,Because I Had You,3,0,108,0,357142,813130
Alan Walker ,Darkside,4,0,169,0,217605,812726
New Politics ,Everywhere I Go (Kings and Queens),13,0,104,0,77847,812331
David Bowie ,Blackstar,4,0,33,0,328233,810351
Lovejoy ,Sex Sells,3,0,82,0,296078,810250
Polo G ,Losses,2,0,65,0,508713,809814
Logic ,Dark Place,2,0,67,0,499860,809735
Childish Gambino ,0,2,0,43,0,478145,809732
Pusha T ,Brambleton,2,0,23,0,505252,809459
Halsey ,Easier than Lying,3,0,72,0,350386,808231
Future ,Last Name,3,0,101,0,333491,807584
BROCKHAMPTON ,IF YOU PRAY RIGHT,3,0,94,0,352885,807579
Eslabon Armado ,DOS MORRITAS,2,0,58,0,514005,807346
BTS ,Born Singer,2,0,38,0,526175,807290
Luke Combs ,My Kinda Folk,2,0,34,0,533993,807116
Eminem ,Alfred’s Theme,2,0,70,0,472418,806983
NLE Choppa ,100 Shots,3,0,148,0,283879,805910
One Direction ,What Makes You Beautiful,2,0,27,0,550742,805896
$uicideboy$ ,The Serpent and the Rainbow,2,0,110,0,460528,805802
Summer Walker ,Over It,3,0,90,0,360717,804326
Ariana Grande ,Thinking Bout You,6,0,147,0,147563,804123
Future ,When I Was Broke,4,0,104,0,276502,803038
Kygo ,Carry Me,6,0,140,0,154118,802160
Charlie Puth ,How Long,2,0,55,0,404601,801879
Gryffin ,Feel Good,4,0,135,0,235789,801594
NF ,LAYERS,3,0,100,0,330207,801395
A$AP Rocky ,West Side Highway,7,0,62,0,177728,801386
David Bowie ,Changes  1999 Remastered Version,4,0,38,0,303873,801214
Prince ,Stare,4,0,51,0,332210,801179
Linkin Park ,Somewhere I Belong,3,0,67,0,411427,801056
Meek Mill ,GTA,3,0,112,0,304457,800871
Baby Keem ,16,3,0,139,0,297233,800594
Fireboy DML ,Peru,4,0,173,0,202580,800094
AC/DC ,You Shook Me All Night Long,4,0,135,0,223347,798705
Whitney Houston ,I Wanna Dance with Somebody (Who Loves Me),3,0,57,0,352195,798015
Lil Uzi Vert ,Lullaby,2,0,39,0,498499,797465
Joji ,ATTENTION,3,0,94,0,360414,797449
Halsey ,Lilith,3,0,76,0,344494,796522
Bryson Tiller ,In Check,3,0,78,0,377897,796469
Future ,Up the River,2,0,54,0,505645,796436
Gunna ,FEIGNING,2,0,46,0,505975,796300
Baby Keem ,bank account,2,0,53,0,507860,795960
DaBaby ,HIT,3,0,89,0,294311,795455
Lil Baby ,Waterfall Flow,2,0,51,0,475075,795226
Yeat ,Big tonka,2,0,22,0,504157,794289
Pop Smoke ,Top Shotta,2,0,53,0,527948,793816
Quavo ,SHINE,2,0,49,0,536282,793723
Calvin Harris ,We Found Love,10,0,168,0,90629,793648
Thomas Rhett ,Slow Down Summer,3,0,86,0,336961,793238
Mumford & Sons ,Cold Arms,7,0,67,0,151188,793165
Lil Tjay ,Ice Cold,3,0,110,0,305697,793150
Mitski ,Nobody,4,0,184,0,202032,793059
Bon Iver ,Skinny Love,10,0,131,0,216704,792797
Lil Baby ,Section 8,2,0,75,0,497669,792480
Summer Walker ,Drunk Dialing...LODT,3,0,109,0,330787,791909
Rod Wave ,Tombstone,2,0,44,0,410993,791036
Baka Not Nice ,Live Up to My Name,4,0,138,0,218549,790157
Playboi Carti ,No Sl33p,2,0,126,0,558706,790076
Justin Timberlake ,Wave,3,0,85,0,353422,789153
Big Sean ,Body Language,2,0,43,0,495939,788123
Linkin Park ,Faint,3,0,65,0,420635,787907
Aaliyah ,Poison,2,0,55,0,479548,787806
Mumford & Sons ,Ditmas,7,0,71,0,149352,787057
Fall Out Boy ,Jet Pack Blues,10,0,80,0,108083,787030
Taylor Swift ,the lakes (bonus track),3,0,109,0,299620,786927
Lil Baby ,Seals Pills (Lil Baby & Gunna),2,0,66,0,524136,786668
Logic ,A2Z,2,0,70,0,487380,786518
Shakira ,Me Gusta,3,0,122,0,273601,786206
A$AP Rocky ,Back Home,7,0,66,0,170820,785553
Roddy Ricch ,hibachi,2,0,63,0,450925,784921
Anuel AA ,Antes,3,0,86,0,315868,784268
City Girls ,JT First Day Out,3,0,114,0,280354,784000
Sarah Connor ,Ring Out The Bells,2,0,149,0,451361,783909
Coldplay ,Paradise,9,0,55,0,210146,783678
NAV ,One Time,2,0,47,0,471459,783108
Imagine Dragons ,Polaroid,8,0,68,0,146064,782718
Pop Smoke ,Mr. Jones,2,0,58,0,501676,781675
DDG ,Elon Musk,3,0,121,0,301774,780818
Brent Faiyaz ,SKIT: EGOMANIAC,2,0,36,0,533486,779170
Lil Baby ,Double Down,2,0,53,0,460095,778702
Jonas Brothers ,Year 3000,2,0,62,0,496643,778333
Gunna ,ADDYS,2,0,52,0,491905,778276
Michael Bublé ,Silent Night,5,0,95,0,272641,778087
Kyle Dixon & Michael Stein ,Stranger Things,3,0,103,0,317907,777154
ScHoolboy Q ,By Any Means,6,0,140,0,149962,776896
Gunna ,Style Stealer (Lil Baby & Gunna),2,0,71,0,509742,776810
Playboi Carti ,Punk Monk,2,0,136,0,517087,776721
Rachel Platten ,Stand By You,8,0,126,0,109596,776610
Halsey ,You asked for this,3,0,75,0,344970,776401
Solange ,Mad,5,0,140,0,218456,775907
Lil Skies ,Real Ties,3,0,142,0,311215,775743
Logic ,Never Been,7,0,131,0,128819,775684
Lil Baby ,Can't Explain,2,0,62,0,476680,774976
6LACK ,Sorry,3,0,118,0,307234,774542
Summer Walker ,My Affection,2,0,59,0,479702,774450
Kid Cudi ,Willing To Trust,3,0,109,0,300498,774390
Run The Jewels ,goonies vs. E.T.,3,0,86,0,306025,773979
Florence + The Machine ,What Kind Of Man,8,0,90,0,110359,773914
Jack Ü ,Mind,6,0,155,0,135788,773513
Lorde ,Liability (Reprise),4,0,120,0,247500,772477
Lil Pump ,Illuminati,3,0,88,0,272846,772465
The Beatles ,All You Need Is Love  Remastered,6,0,91,0,182176,772391
Meek Mill ,Wins & Losses,4,0,141,0,251348,772084
Conan Gray ,Family Line,3,0,134,0,260550,771923
blink,182  Cynical,5,0,100,0,237395,771517
Childish Gambino ,The Night Me and Your Mama Met,3,0,64,0,352777,771487
Lil Yachty ,Hit Bout It,3,0,75,0,303323,770989
Bryson Tiller ,High Stakes,3,0,87,0,348358,770908
Pop Smoke ,Beat The Speaker,2,0,57,0,502687,770885
Kacey Musgraves ,Butterflies,3,0,116,0,304207,770729
The Beach Boys ,We Three Kings Of Orient Are  1991 Remix,2,0,136,0,399010,770488
Vampire Weekend ,This Life,3,0,125,0,303370,770177
Ski Mask The Slump God ,Take A Step Back,3,0,116,0,321772,770034
Future ,Talk Shit Like a Preacher,2,0,76,0,461558,769932
Logic ,Run It,7,0,134,0,129577,769881
Brett Eldredge ,The Long Way,4,0,183,0,198275,769743
BTS ,For Youth,2,0,47,0,498710,769634
Russ ,Cherry Hill,4,0,166,0,208963,768899
Bad Bunny ,100 MILLONES,3,0,85,0,341644,768253
Linkin Park ,Bleed It Out,3,0,71,0,389678,768227
Bryson Tiller ,Keep Doing What You're Doing,2,0,58,0,484615,767950
Andrew Gold ,"Spooky, Scary Skeletons",3,0,111,0,265145,767846
John Mayer ,Why You No Love Me,2,0,59,0,495211,767809
Mayar Jenisk ,Longing Heart,2,0,36,0,404238,767525
Outkast ,Hey Ya!  Radio Mix / Club Mix,7,0,108,0,160103,766996
Hozier ,Cherry Wine  Live,10,0,157,0,94891,766776
HARDY ,wait in the truck,3,0,189,0,258265,766481
Gucci Mane ,Work In Progress (Intro),4,0,142,0,233964,766473
Cash Cash ,Devil,8,0,128,0,104495,766377
Migos ,What You See,2,0,79,0,461918,766046
Luke Combs ,Any Given Friday Night,2,0,43,0,477082,765813
Bruno Mars ,Calling All My Lovelies,5,0,147,0,170661,764204
Polo G ,For the Love of New York,2,0,71,0,477149,764129
Trio Vegabajeño ,CANTARES DE NAVIDAD,2,0,52,0,467395,763527
YG ,SUU WHOOP,3,0,110,0,314054,763132
Offset ,Father Of 4,2,0,68,0,474993,762751
Glass Animals ,Tokyo Drifting,3,0,141,0,274358,762344
Aminé ,Charmander,3,0,117,0,280411,762125
Drake ,My Side,2,0,53,0,472646,761031
Lil Baby ,Everything,2,0,55,0,450944,760628
NLE Choppa ,Shotta Flow 4,3,0,134,0,281760,760532
Future ,Rotation,8,0,103,0,110032,760285
iann dior ,Holding On,3,0,117,0,300330,760265
Leon Bridges ,Inside Friend,2,0,35,0,496950,759996
Takeoff ,Martian  Intro,2,0,52,0,514498,759756
Kehlani ,Bad News,2,0,51,0,489934,759441
Shawn Mendes ,Mutual,3,0,128,0,324497,759323
Leith Ross ,We'll Never Have Sex,3,0,127,0,298431,758614
Pusha T ,Let The Smokers Shine The Coupes,2,0,34,0,467701,758474
Nat King Cole ,Joy To The World  1999 Remastered,3,0,42,0,393844,757499
A$AP Rocky ,Changes,2,0,74,0,484346,757201
Martin Garrix ,Love Runs Out,3,0,77,0,341483,757189
Logic ,Bohemian Trapsody,3,0,125,0,286223,756291
Alesso ,I Wanna Know,6,0,125,0,170386,756228
Bing Crosby ,What Child Is This/The Holly And The Ivy  Medley / Remastered 2006,4,0,65,0,331771,755967
Glee Cast ,Jingle Bell Rock (Glee Cast Version),5,0,102,0,233765,755694
Jhené Aiko ,Speak,2,0,86,0,453358,754954
Mumford & Sons ,Beloved,3,0,105,0,312679,754217
POWERS ,Sunshine,6,0,172,0,145297,753620
Kehlani ,Water,2,0,55,0,478357,753482
Drake ,Paris Morton Music,2,0,62,0,449011,752966
Omah Lay ,Attention,2,0,28,0,498273,752721
Lil Wayne ,Not Me,2,0,91,0,403426,752227
The 1975 ,Me & You Together Song,2,0,84,0,499190,751612
Trippie Redd ,All For Me,2,0,54,0,477206,751550
Gunna ,Derek Fisher,2,0,67,0,479051,751231
Mac Miller ,Conversation Pt. 1,3,0,134,0,270317,750480
Bruno Mars ,Finesse,5,0,152,0,170087,750104
Bryson Tiller ,Next To You,2,0,66,0,461566,750039
Baby Keem ,hooligan,3,0,101,0,309735,749800
Eminem ,Tone Deaf,2,0,81,0,432193,749753
Jay Rock ,Tap Out,3,0,102,0,309364,749746
Wizkid ,Come Closer,4,0,141,0,227140,749496
NAV ,Glow Up,3,0,111,0,323401,748258
Ozuna ,Caramelo,3,0,130,0,260615,747103
Playboi Carti ,King Vamp,2,0,142,0,493447,746159
Sia ,Bird Set Free,7,0,109,0,135880,746120
Future ,Groupies,8,0,89,0,117087,745583
Machine Gun Kelly ,mainstream sellout,2,0,40,0,455357,744121
Bad Bunny ,Si Estuviésemos Juntos,3,0,171,0,322519,743920
Rod Wave ,SoulFly,2,0,34,0,480044,743303
BTS ,Euphoria,3,0,115,0,300848,742903
Lil Baby ,Shiest Talk,2,0,57,0,437257,742037
Bryan Adams ,Summer Of '69,3,0,102,0,286293,741660
Eminem ,Phenomenal,8,0,76,0,139150,741394
Selena Gomez ,Kinda Crazy,2,0,70,0,439528,741357
P!nk ,Hurts 2B Human,3,0,123,0,317255,741085
Eminem ,Book of Rhymes,2,0,86,0,425754,740742
Lil Mosey ,Holy Water,3,0,110,0,277319,740630
DMX ,What These Bitches Want,2,0,75,0,394305,740327
Joyner Lucas ,Devil's Work,3,0,129,0,301796,739886
Aretha Franklin ,(You Make Me Feel Like) A Natural Woman,2,0,57,0,397194,739473
6ix9ine ,LOCKED UP PT. 2,2,0,41,0,505407,739320
Future ,Off Dat,2,0,47,0,450740,739226
Justin Bieber ,Yummy  Summer Walker Remix,2,0,90,0,434678,738952
Lovejoy ,Perfume,3,0,91,0,323831,738624
Coldplay ,Miracles (Someone Special),3,0,56,0,399331,738002
Tom Petty and the Heartbreakers ,Learning To Fly,2,0,46,0,491541,737783
Logic ,Amen,2,0,80,0,451071,737552
Marvin Divine ,Barely Legal 2021,1,0,21,0,737521,737521
Mac Miller ,"I Love Life, Thank You",2,0,47,0,417187,737368
Bon Iver ,10 d E A T h b R E a s T ⚄ ⚄,5,0,123,0,181850,737015
AJR ,Way Less Sad,3,0,99,0,280950,736830
NF ,WHY,3,0,158,0,278772,736285
Tate McRae ,don't come back,2,0,54,0,457354,736247
One Direction ,Change Your Ticket,10,0,75,0,99142,735902
Quavo ,KEEP THAT SHIT,2,0,55,0,505241,735480
A Boogie Wit da Hoodie ,Hit 'Em Up,2,0,84,0,440949,735456
The 1975 ,Tonight (I Wish I Was Your Boy),2,0,62,0,464624,734944
Joshua Bassett ,Lie Lie Lie,2,0,40,0,465523,734831
Fall Out Boy ,HOLD ME TIGHT OR DON’T,3,0,110,0,273388,734640
A Boogie Wit da Hoodie ,Voices In My Head,2,0,94,0,445989,734244
Trippie Redd ,Sickening,2,0,57,0,463617,734038
Johnny Mathis ,Sleigh Ride,2,0,118,0,427442,733813
TOOL ,7empest,2,0,77,0,425408,733417
A Boogie Wit da Hoodie ,Beasty,2,0,99,0,432276,733045
A Boogie Wit da Hoodie ,DTB 4 Life,2,0,89,0,435275,732924
Drake ,Free Spirit,2,0,61,0,449671,732903
Gucci Mane ,Miss My Woe,4,0,176,0,197031,732801
Hozier ,Nina Cried Power,2,0,54,0,502406,731901
Shotgun Shane ,Not Like Me,2,0,41,0,369675,731869
The Kid LAROI ,Fade Away,3,0,107,0,304238,731503
21 Savage ,Special,4,0,144,0,206259,730489
Lorde ,Fallen Fruit,2,0,55,0,458351,730454
Nicki Minaj ,Changed It,4,0,142,0,209226,730116
Summer Walker ,Session 33,2,0,50,0,440792,729869
Meek Mill ,Issues,4,0,153,0,216584,729676
Summer Walker ,Just Might,3,0,131,0,296223,729327
NAV ,To My Grave,2,0,53,0,482138,728954
Nick Jonas ,Touch,5,0,84,0,243727,728697
Phoebe Ryan ,Ignition / Do You... (Mashup),7,0,68,0,162224,728306
Future ,Bankroll,2,0,53,0,442066,728077
Drake ,Can I,2,0,63,0,435912,727700
Future ,I Don’t Wanna Break Up,2,0,54,0,441347,727180
Eslabon Armado ,VETE A LA FREGADA,2,0,66,0,473496,726627
Missy Elliott ,Get Ur Freak On,8,0,67,0,117090,726611
One Direction ,Home,6,0,65,0,171567,726480
NF ,Chasing_(Demo),3,0,93,0,305095,726394
The Kid LAROI ,NEED YOU MOST (So Sick),3,0,148,0,279186,725959
Black Eyed Peas ,I Gotta Feeling,3,0,56,0,334520,725558
The Carters ,NICE,3,0,145,0,266507,724956
Maroon 5 ,She Will Be Loved  Radio Mix,3,0,128,0,270336,724782
The Weeknd ,Starboy  Kygo Remix,5,0,131,0,185677,724638
Logic ,Cocaine,2,0,65,0,451090,724439
YG ,SLAY,2,0,69,0,439233,723860
Nicki Minaj ,Favorite,10,0,94,0,103495,723669
Joyner Lucas ,The War,3,0,109,0,310976,723654
Future ,Freak Hoe,8,0,108,0,105099,723488
Tory Lanez ,Staccato,3,0,156,0,255140,722872
Devin Dawson ,Christmas Time Is Here  Recorded at Sound Emporium Nashville,2,0,125,0,417253,722631
Kygo ,What's Love Got to Do with It,2,0,59,0,436595,722394
Gucci Mane ,Money Make Ya Handsome,4,0,149,0,201476,722340
Tori Kelly ,Let It Snow,2,0,159,0,411885,722002
BROCKHAMPTON ,SUGAR (Remix),2,0,88,0,450045,721877
Kid Cudi ,Want It Bad,2,0,40,0,449459,721507
Ellie Goulding ,Lost And Found,7,0,72,0,179294,721339
Future ,Lil One,8,0,100,0,110892,720646
YG ,I Be On,5,0,164,0,156337,720010
Josh Groban ,The First Noël,2,0,158,0,413172,719877
Polo G ,Bag Talk,2,0,68,0,431583,719711
NewJeans ,Attention,3,0,181,0,240505,719462
Beck ,Dreams,8,0,103,0,117662,718784
Bankrol Hayden ,Drop A Tear,3,0,128,0,270735,718591
The Weeknd ,Missed You  Bonus Track,2,0,43,0,457956,718317
5 Seconds of Summer ,Fly Away,7,0,80,0,132244,717668
Ed Sheeran ,Lego House,11,0,150,0,75779,717608
